Entity,Code,Day,total_boosters
Bolivia,BOL,11/6/2021,357573
Bolivia,BOL,11/7/2021,357585
Bolivia,BOL,11/8/2021,359535
Bolivia,BOL,11/9/2021,359706
Bolivia,BOL,11/10/2021,359796
Bolivia,BOL,11/11/2021,360808
Bolivia,BOL,11/12/2021,361006
Bolivia,BOL,11/13/2021,361020
Bolivia,BOL,11/14/2021,362758
Bolivia,BOL,11/15/2021,363259
Bolivia,BOL,11/16/2021,363266
Bolivia,BOL,11/17/2021,363267
Bolivia,BOL,11/18/2021,363267
Bolivia,BOL,11/19/2021,363267
Bolivia,BOL,11/20/2021,363267
Bolivia,BOL,11/21/2021,363267
Bolivia,BOL,11/22/2021,363267
Bolivia,BOL,11/23/2021,363267
Bolivia,BOL,11/24/2021,363267
Bolivia,BOL,11/25/2021,363267
Bolivia,BOL,11/26/2021,363267
Bolivia,BOL,11/27/2021,363267
Bolivia,BOL,11/28/2021,363267
Bolivia,BOL,11/29/2021,363902
Bolivia,BOL,11/30/2021,366304
Brazil,BRA,9/2/2021,282
Brazil,BRA,9/3/2021,373
Brazil,BRA,9/4/2021,537
Brazil,BRA,9/5/2021,780
Brazil,BRA,9/6/2021,14059
Brazil,BRA,9/7/2021,17205
Brazil,BRA,9/8/2021,25446
Brazil,BRA,9/9/2021,37195
Brazil,BRA,9/10/2021,52191
Brazil,BRA,9/11/2021,67596
Brazil,BRA,9/12/2021,68590
Brazil,BRA,9/13/2021,88874
Brazil,BRA,9/14/2021,128791
Brazil,BRA,9/15/2021,197261
Brazil,BRA,9/16/2021,223085
Brazil,BRA,9/17/2021,249365
Brazil,BRA,9/18/2021,259046
Brazil,BRA,9/19/2021,260661
Brazil,BRA,9/20/2021,334020
Brazil,BRA,9/21/2021,381549
Brazil,BRA,9/22/2021,427712
Brazil,BRA,9/23/2021,458735
Brazil,BRA,9/24/2021,520839
Brazil,BRA,9/25/2021,543561
Brazil,BRA,9/26/2021,552379
Brazil,BRA,9/27/2021,818917
Brazil,BRA,9/28/2021,882537
Brazil,BRA,9/29/2021,937694
Brazil,BRA,9/30/2021,1095300
Brazil,BRA,10/1/2021,1302298
Brazil,BRA,10/2/2021,1407110
Brazil,BRA,10/3/2021,1445470
Brazil,BRA,10/4/2021,1643658
Brazil,BRA,10/5/2021,1877233
Brazil,BRA,10/6/2021,2171857
Brazil,BRA,10/7/2021,2509515
Brazil,BRA,10/8/2021,2814838
Brazil,BRA,10/9/2021,3047975
Brazil,BRA,10/10/2021,3116010
Brazil,BRA,10/11/2021,3281210
Brazil,BRA,10/12/2021,3326730
Brazil,BRA,10/13/2021,3545399
Brazil,BRA,10/14/2021,3755046
Brazil,BRA,10/15/2021,4093579
Brazil,BRA,10/16/2021,4320556
Brazil,BRA,10/17/2021,4428544
Brazil,BRA,10/18/2021,4839664
Brazil,BRA,10/19/2021,5137429
Brazil,BRA,10/20/2021,5525142
Brazil,BRA,10/21/2021,5771569
Brazil,BRA,10/22/2021,6117946
Brazil,BRA,10/23/2021,6234557
Brazil,BRA,10/24/2021,6340977
Brazil,BRA,10/25/2021,6864893
Brazil,BRA,10/26/2021,7348675
Brazil,BRA,10/27/2021,7732904
Brazil,BRA,10/28/2021,8109625
Brazil,BRA,10/29/2021,8548187
Brazil,BRA,10/30/2021,8687173
Brazil,BRA,10/31/2021,8798263
Brazil,BRA,11/1/2021,8877862
Brazil,BRA,11/2/2021,8952577
Brazil,BRA,11/3/2021,9256939
Brazil,BRA,11/4/2021,9518430
Brazil,BRA,11/5/2021,9942921
Brazil,BRA,11/6/2021,10135262
Brazil,BRA,11/7/2021,10172914
Brazil,BRA,11/8/2021,10547189
Brazil,BRA,11/9/2021,10886116
Brazil,BRA,11/10/2021,11230958
Brazil,BRA,11/11/2021,11584564
Brazil,BRA,11/12/2021,11947900
Brazil,BRA,11/13/2021,12105575
Brazil,BRA,11/14/2021,12162832
Brazil,BRA,11/15/2021,12343281
Brazil,BRA,11/16/2021,12537109
Brazil,BRA,11/17/2021,12891623
Brazil,BRA,11/18/2021,13268488
Brazil,BRA,11/19/2021,13665714
Brazil,BRA,11/20/2021,13896415
Brazil,BRA,11/21/2021,14033709
Brazil,BRA,11/22/2021,14406374
Brazil,BRA,11/23/2021,14741803
Brazil,BRA,11/24/2021,15093083
Brazil,BRA,11/25/2021,15316348
Brazil,BRA,11/26/2021,15662595
Brazil,BRA,11/27/2021,15794900
Brazil,BRA,11/28/2021,15889956
Brazil,BRA,11/29/2021,15967140
Brazil,BRA,11/30/2021,16537956
Brazil,BRA,12/1/2021,16866381
Brazil,BRA,12/2/2021,17229559
Bulgaria,BGR,10/23/2021,12287
Bulgaria,BGR,10/25/2021,13101
Cambodia,KHM,8/8/2021,12457
Cambodia,KHM,8/9/2021,39960
Cambodia,KHM,8/10/2021,67637
Cambodia,KHM,8/11/2021,109509
Cambodia,KHM,8/12/2021,142712
Cambodia,KHM,8/13/2021,167216
Cambodia,KHM,8/14/2021,206205
Cambodia,KHM,8/15/2021,240244
Cambodia,KHM,8/16/2021,277074
Cambodia,KHM,8/17/2021,316913
Cambodia,KHM,8/18/2021,357897
Cambodia,KHM,8/19/2021,391401
Cambodia,KHM,8/20/2021,423947
Cambodia,KHM,8/21/2021,476898
Cambodia,KHM,8/22/2021,486834
Cambodia,KHM,8/23/2021,507940
Cambodia,KHM,8/24/2021,528736
Cambodia,KHM,8/25/2021,548670
Cambodia,KHM,8/26/2021,565318
Cambodia,KHM,8/27/2021,576678
Cambodia,KHM,8/28/2021,585454
Cambodia,KHM,8/29/2021,599722
Cambodia,KHM,8/30/2021,610428
Cambodia,KHM,8/31/2021,616561
Cambodia,KHM,9/1/2021,624380
Cambodia,KHM,9/2/2021,633097
Cambodia,KHM,9/3/2021,648269
Cambodia,KHM,9/4/2021,660292
Cambodia,KHM,9/5/2021,664113
Cambodia,KHM,9/6/2021,680353
Cambodia,KHM,9/7/2021,696229
Cambodia,KHM,9/8/2021,710730
Cambodia,KHM,9/9/2021,726040
Cambodia,KHM,9/10/2021,742293
Cambodia,KHM,9/11/2021,756837
Cambodia,KHM,9/12/2021,767171
Cambodia,KHM,9/13/2021,779132
Cambodia,KHM,9/14/2021,790111
Cambodia,KHM,9/15/2021,799908
Cambodia,KHM,9/16/2021,806717
Cambodia,KHM,9/17/2021,815581
Cambodia,KHM,9/18/2021,823836
Cambodia,KHM,9/19/2021,830814
Cambodia,KHM,9/20/2021,838744
Cambodia,KHM,9/21/2021,844344
Cambodia,KHM,9/22/2021,849610
Cambodia,KHM,9/23/2021,855045
Cambodia,KHM,9/24/2021,860551
Cambodia,KHM,9/25/2021,865298
Cambodia,KHM,9/26/2021,869680
Cambodia,KHM,9/27/2021,875238
Cambodia,KHM,9/28/2021,881432
Cambodia,KHM,9/29/2021,887327
Cambodia,KHM,9/30/2021,894361
Cambodia,KHM,10/1/2021,898327
Cambodia,KHM,10/2/2021,901907
Cambodia,KHM,10/3/2021,904051
Cambodia,KHM,10/4/2021,907175
Cambodia,KHM,10/5/2021,907671
Cambodia,KHM,10/6/2021,907790
Cambodia,KHM,10/7/2021,908089
Cambodia,KHM,10/8/2021,912797
Cambodia,KHM,10/9/2021,917995
Cambodia,KHM,10/10/2021,923259
Cambodia,KHM,10/11/2021,981031
Cambodia,KHM,10/12/2021,1070338
Cambodia,KHM,10/13/2021,1148427
Cambodia,KHM,10/14/2021,1218486
Cambodia,KHM,10/15/2021,1281985
Cambodia,KHM,10/16/2021,1365237
Cambodia,KHM,10/17/2021,1431582
Cambodia,KHM,10/18/2021,1480747
Cambodia,KHM,10/19/2021,1518773
Cambodia,KHM,10/20/2021,1560432
Cambodia,KHM,10/21/2021,1598420
Cambodia,KHM,10/22/2021,1623433
Cambodia,KHM,10/23/2021,1671134
Cambodia,KHM,10/24/2021,1711151
Cambodia,KHM,10/25/2021,1727014
Cambodia,KHM,10/26/2021,1742557
Cambodia,KHM,10/27/2021,1759291
Cambodia,KHM,10/28/2021,1777493
Cambodia,KHM,10/29/2021,1792908
Cambodia,KHM,10/30/2021,1831190
Cambodia,KHM,10/31/2021,1860725
Cambodia,KHM,11/1/2021,1885911
Cambodia,KHM,11/2/2021,1908043
Cambodia,KHM,11/3/2021,1929878
Cambodia,KHM,11/4/2021,1942072
Cambodia,KHM,11/5/2021,1955245
Cambodia,KHM,11/7/2021,1981605
Cambodia,KHM,11/8/2021,1992434
Cambodia,KHM,11/9/2021,1997373
Cambodia,KHM,11/10/2021,2005024
Cambodia,KHM,11/11/2021,2011960
Cambodia,KHM,11/12/2021,2018605
Cambodia,KHM,11/13/2021,2028554
Cambodia,KHM,11/14/2021,2028554
Cambodia,KHM,11/15/2021,2031173
Cambodia,KHM,11/16/2021,2075848
Cambodia,KHM,11/17/2021,2100509
Cambodia,KHM,11/18/2021,2112907
Cambodia,KHM,11/19/2021,2121941
Cambodia,KHM,11/20/2021,2134357
Cambodia,KHM,11/21/2021,2141966
Cambodia,KHM,11/22/2021,2156930
Cambodia,KHM,11/23/2021,2172258
Cambodia,KHM,11/24/2021,2186207
Cambodia,KHM,11/25/2021,2199382
Cambodia,KHM,11/26/2021,2214102
Cambodia,KHM,11/27/2021,2226061
Cambodia,KHM,11/28/2021,2235522
Cambodia,KHM,11/29/2021,2252792
Cambodia,KHM,11/30/2021,2272479
Cambodia,KHM,12/1/2021,2290661
Cambodia,KHM,12/2/2021,2322719
Canada,CAN,2/11/2021,3
Canada,CAN,2/12/2021,5
Canada,CAN,2/13/2021,5
Canada,CAN,2/14/2021,5
Canada,CAN,2/15/2021,5
Canada,CAN,2/16/2021,5
Canada,CAN,2/17/2021,5
Canada,CAN,2/18/2021,5
Canada,CAN,2/19/2021,7
Canada,CAN,2/20/2021,11
Canada,CAN,2/21/2021,12
Canada,CAN,2/22/2021,13
Canada,CAN,2/23/2021,13
Canada,CAN,2/24/2021,13
Canada,CAN,2/25/2021,13
Canada,CAN,2/26/2021,13
Canada,CAN,2/27/2021,13
Canada,CAN,2/28/2021,13
Canada,CAN,3/1/2021,13
Canada,CAN,3/2/2021,13
Canada,CAN,3/3/2021,13
Canada,CAN,3/4/2021,13
Canada,CAN,3/5/2021,13
Canada,CAN,3/6/2021,13
Canada,CAN,3/7/2021,13
Canada,CAN,3/8/2021,13
Canada,CAN,3/9/2021,15
Canada,CAN,3/10/2021,15
Canada,CAN,3/11/2021,15
Canada,CAN,3/12/2021,15
Canada,CAN,3/13/2021,17
Canada,CAN,3/14/2021,17
Canada,CAN,3/15/2021,17
Canada,CAN,3/16/2021,18
Canada,CAN,3/17/2021,19
Canada,CAN,3/18/2021,19
Canada,CAN,3/19/2021,19
Canada,CAN,3/20/2021,20
Canada,CAN,3/21/2021,20
Canada,CAN,3/22/2021,20
Canada,CAN,3/23/2021,21
Canada,CAN,3/24/2021,22
Canada,CAN,3/25/2021,22
Canada,CAN,3/26/2021,22
Canada,CAN,3/27/2021,23
Canada,CAN,3/28/2021,23
Canada,CAN,3/29/2021,23
Canada,CAN,3/30/2021,23
Canada,CAN,3/31/2021,23
Canada,CAN,4/1/2021,24
Canada,CAN,4/2/2021,24
Canada,CAN,4/3/2021,26
Canada,CAN,4/4/2021,27
Canada,CAN,4/5/2021,27
Canada,CAN,4/6/2021,28
Canada,CAN,4/7/2021,28
Canada,CAN,4/8/2021,28
Canada,CAN,4/9/2021,28
Canada,CAN,4/10/2021,28
Canada,CAN,4/11/2021,29
Canada,CAN,4/12/2021,30
Canada,CAN,4/13/2021,31
Canada,CAN,4/14/2021,32
Canada,CAN,4/15/2021,32
Canada,CAN,4/16/2021,34
Canada,CAN,4/17/2021,34
Canada,CAN,4/18/2021,35
Canada,CAN,4/19/2021,37
Canada,CAN,4/20/2021,38
Canada,CAN,4/21/2021,41
Canada,CAN,4/22/2021,43
Canada,CAN,4/23/2021,49
Canada,CAN,4/24/2021,51
Canada,CAN,4/25/2021,52
Canada,CAN,4/26/2021,55
Canada,CAN,4/27/2021,58
Canada,CAN,4/28/2021,62
Canada,CAN,4/29/2021,64
Canada,CAN,4/30/2021,67
Canada,CAN,5/1/2021,73
Canada,CAN,5/2/2021,77
Canada,CAN,5/3/2021,79
Canada,CAN,5/4/2021,85
Canada,CAN,5/5/2021,91
Canada,CAN,5/6/2021,98
Canada,CAN,5/7/2021,106
Canada,CAN,5/8/2021,108
Canada,CAN,5/9/2021,112
Canada,CAN,5/10/2021,113
Canada,CAN,5/11/2021,118
Canada,CAN,5/12/2021,120
Canada,CAN,5/13/2021,124
Canada,CAN,5/14/2021,127
Canada,CAN,5/15/2021,136
Canada,CAN,5/16/2021,136
Canada,CAN,5/17/2021,138
Canada,CAN,5/18/2021,143
Canada,CAN,5/19/2021,148
Canada,CAN,5/20/2021,155
Canada,CAN,5/21/2021,167
Canada,CAN,5/22/2021,172
Canada,CAN,5/23/2021,173
Canada,CAN,5/24/2021,179
Canada,CAN,5/25/2021,182
Canada,CAN,5/26/2021,192
Canada,CAN,5/27/2021,200
Canada,CAN,5/28/2021,213
Canada,CAN,5/29/2021,225
Canada,CAN,5/30/2021,234
Canada,CAN,5/31/2021,239
Canada,CAN,6/1/2021,253
Canada,CAN,6/2/2021,288
Canada,CAN,6/3/2021,305
Canada,CAN,6/4/2021,332
Canada,CAN,6/5/2021,337
Canada,CAN,6/6/2021,351
Canada,CAN,6/7/2021,355
Canada,CAN,6/8/2021,368
Canada,CAN,6/9/2021,381
Canada,CAN,6/10/2021,404
Canada,CAN,6/11/2021,420
Canada,CAN,6/12/2021,449
Canada,CAN,6/13/2021,474
Canada,CAN,6/14/2021,505
Canada,CAN,6/15/2021,538
Canada,CAN,6/16/2021,569
Canada,CAN,6/17/2021,599
Canada,CAN,6/18/2021,631
Canada,CAN,6/19/2021,693
Canada,CAN,6/20/2021,711
Canada,CAN,6/21/2021,726
Canada,CAN,6/22/2021,761
Canada,CAN,6/23/2021,804
Canada,CAN,6/24/2021,874
Canada,CAN,6/25/2021,895
Canada,CAN,6/26/2021,938
Canada,CAN,6/27/2021,978
Canada,CAN,6/28/2021,994
Canada,CAN,6/29/2021,1036
Canada,CAN,6/30/2021,1088
Canada,CAN,7/1/2021,1199
Canada,CAN,7/2/2021,1264
Canada,CAN,7/3/2021,1326
Canada,CAN,7/4/2021,1368
Canada,CAN,7/5/2021,1919
Canada,CAN,7/6/2021,2449
Canada,CAN,7/7/2021,2540
Canada,CAN,7/8/2021,2630
Canada,CAN,7/9/2021,2694
Canada,CAN,7/10/2021,2762
Canada,CAN,7/11/2021,2800
Canada,CAN,7/12/2021,2831
Canada,CAN,7/13/2021,2873
Canada,CAN,7/14/2021,2936
Canada,CAN,7/15/2021,3000
Canada,CAN,7/16/2021,3059
Canada,CAN,7/17/2021,3109
Canada,CAN,7/18/2021,3151
Canada,CAN,7/19/2021,3166
Canada,CAN,7/20/2021,3212
Canada,CAN,7/21/2021,3269
Canada,CAN,7/22/2021,3335
Canada,CAN,7/23/2021,3408
Canada,CAN,7/24/2021,3483
Canada,CAN,7/25/2021,3611
Canada,CAN,7/26/2021,3907
Canada,CAN,7/27/2021,4327
Canada,CAN,7/28/2021,4724
Canada,CAN,7/29/2021,5060
Canada,CAN,7/30/2021,5368
Canada,CAN,7/31/2021,5747
Canada,CAN,8/1/2021,5989
Canada,CAN,8/2/2021,6224
Canada,CAN,8/3/2021,6553
Canada,CAN,8/4/2021,6889
Canada,CAN,8/5/2021,7269
Canada,CAN,8/6/2021,7743
Canada,CAN,8/7/2021,8327
Canada,CAN,8/8/2021,8654
Canada,CAN,8/9/2021,8897
Canada,CAN,8/10/2021,9358
Canada,CAN,8/11/2021,9800
Canada,CAN,8/12/2021,10217
Canada,CAN,8/13/2021,10757
Canada,CAN,8/14/2021,11303
Canada,CAN,8/15/2021,11667
Canada,CAN,8/16/2021,11903
Canada,CAN,8/17/2021,12311
Canada,CAN,8/18/2021,12778
Canada,CAN,8/19/2021,13317
Canada,CAN,8/20/2021,13738
Canada,CAN,8/21/2021,14277
Canada,CAN,8/22/2021,14568
Canada,CAN,8/23/2021,14810
Canada,CAN,8/24/2021,15240
Canada,CAN,8/25/2021,15678
Canada,CAN,8/26/2021,16171
Canada,CAN,8/27/2021,16665
Canada,CAN,8/28/2021,17248
Canada,CAN,8/29/2021,17735
Canada,CAN,8/30/2021,18049
Canada,CAN,8/31/2021,18469
Canada,CAN,9/1/2021,19224
Canada,CAN,9/2/2021,20306
Canada,CAN,9/3/2021,21966
Canada,CAN,9/4/2021,23691
Canada,CAN,9/5/2021,24910
Canada,CAN,9/6/2021,25692
Canada,CAN,9/7/2021,26318
Canada,CAN,9/8/2021,27918
Canada,CAN,9/9/2021,29773
Canada,CAN,9/10/2021,31671
Canada,CAN,9/11/2021,33504
Canada,CAN,9/12/2021,34915
Canada,CAN,9/13/2021,35787
Canada,CAN,9/14/2021,36987
Canada,CAN,9/15/2021,38260
Canada,CAN,9/16/2021,40076
Canada,CAN,9/17/2021,84748
Canada,CAN,9/18/2021,86435
Canada,CAN,9/19/2021,87587
Canada,CAN,9/20/2021,93845
Canada,CAN,9/21/2021,97716
Canada,CAN,9/22/2021,101380
Canada,CAN,9/23/2021,106505
Canada,CAN,9/24/2021,156376
Canada,CAN,9/25/2021,157799
Canada,CAN,9/26/2021,158859
Canada,CAN,9/27/2021,168757
Canada,CAN,9/28/2021,173565
Canada,CAN,9/29/2021,178765
Canada,CAN,9/30/2021,184355
Canada,CAN,10/1/2021,195158
Canada,CAN,10/2/2021,196453
Canada,CAN,10/3/2021,197422
Canada,CAN,10/4/2021,204613
Canada,CAN,10/5/2021,208542
Canada,CAN,10/6/2021,252611
Canada,CAN,10/7/2021,261698
Canada,CAN,10/8/2021,274899
Canada,CAN,10/9/2021,276087
Canada,CAN,10/10/2021,276871
Canada,CAN,10/11/2021,277240
Canada,CAN,10/12/2021,295707
Canada,CAN,10/13/2021,322037
Canada,CAN,10/14/2021,337728
Canada,CAN,10/15/2021,353452
Canada,CAN,10/16/2021,355783
Canada,CAN,10/17/2021,356771
Canada,CAN,10/18/2021,382335
Canada,CAN,10/19/2021,401310
Canada,CAN,10/20/2021,415509
Canada,CAN,10/21/2021,431697
Canada,CAN,10/22/2021,448800
Canada,CAN,10/23/2021,452550
Canada,CAN,10/24/2021,453553
Canada,CAN,10/25/2021,475338
Canada,CAN,10/26/2021,497340
Canada,CAN,10/27/2021,512628
Canada,CAN,10/28/2021,529981
Canada,CAN,10/29/2021,540185
Canada,CAN,10/30/2021,545154
Canada,CAN,10/31/2021,546472
Canada,CAN,11/1/2021,575697
Canada,CAN,11/2/2021,601818
Canada,CAN,11/3/2021,624408
Canada,CAN,11/4/2021,645159
Canada,CAN,11/5/2021,666025
Canada,CAN,11/6/2021,673267
Canada,CAN,11/7/2021,675018
Canada,CAN,11/8/2021,704797
Canada,CAN,11/9/2021,741706
Canada,CAN,11/10/2021,767842
Canada,CAN,11/11/2021,776775
Canada,CAN,11/12/2021,810373
Canada,CAN,11/13/2021,817009
Canada,CAN,11/14/2021,819203
Canada,CAN,11/15/2021,859285
Canada,CAN,11/16/2021,886116
Canada,CAN,11/17/2021,909041
Canada,CAN,11/18/2021,934986
Canada,CAN,11/19/2021,960223
Canada,CAN,11/20/2021,964855
Canada,CAN,11/21/2021,965821
Canada,CAN,11/22/2021,1008666
Canada,CAN,11/23/2021,1019783
Canada,CAN,11/24/2021,1057479
Canada,CAN,11/25/2021,1084451
Canada,CAN,11/26/2021,1111084
Canada,CAN,11/27/2021,1115692
Canada,CAN,11/28/2021,1117167
Canada,CAN,11/29/2021,1160943
Canada,CAN,11/30/2021,1187627
Canada,CAN,12/1/2021,1226597
Canada,CAN,12/2/2021,1259433
Chile,CHL,8/10/2021,30
Chile,CHL,8/11/2021,70189
Chile,CHL,8/12/2021,160228
Chile,CHL,8/13/2021,257294
Chile,CHL,8/14/2021,260763
Chile,CHL,8/15/2021,260852
Chile,CHL,8/16/2021,419186
Chile,CHL,8/17/2021,597601
Chile,CHL,8/18/2021,707813
Chile,CHL,8/19/2021,815444
Chile,CHL,8/20/2021,907852
Chile,CHL,8/21/2021,911149
Chile,CHL,8/22/2021,911568
Chile,CHL,8/23/2021,975952
Chile,CHL,8/24/2021,1049857
Chile,CHL,8/25/2021,1131638
Chile,CHL,8/26/2021,1233311
Chile,CHL,8/27/2021,1311397
Chile,CHL,8/28/2021,1313240
Chile,CHL,8/29/2021,1313459
Chile,CHL,8/30/2021,1408167
Chile,CHL,8/31/2021,1499214
Chile,CHL,9/1/2021,1620364
Chile,CHL,9/2/2021,1735075
Chile,CHL,9/3/2021,1818102
Chile,CHL,9/4/2021,1819757
Chile,CHL,9/5/2021,1819871
Chile,CHL,9/6/2021,1898343
Chile,CHL,9/7/2021,2002822
Chile,CHL,9/8/2021,2136457
Chile,CHL,9/9/2021,2261237
Chile,CHL,9/10/2021,2385830
Chile,CHL,9/11/2021,2388384
Chile,CHL,9/12/2021,2388623
Chile,CHL,9/13/2021,2475978
Chile,CHL,9/14/2021,2563511
Chile,CHL,9/15/2021,2632972
Chile,CHL,9/16/2021,2664067
Chile,CHL,9/17/2021,2664120
Chile,CHL,9/18/2021,2664120
Chile,CHL,9/19/2021,2664120
Chile,CHL,9/20/2021,2720471
Chile,CHL,9/21/2021,2793132
Chile,CHL,9/22/2021,2868034
Chile,CHL,9/23/2021,2949139
Chile,CHL,9/24/2021,3016752
Chile,CHL,9/25/2021,3018295
Chile,CHL,9/26/2021,3018452
Chile,CHL,9/27/2021,3100544
Chile,CHL,9/28/2021,3192827
Chile,CHL,9/29/2021,3279464
Chile,CHL,9/30/2021,3356117
Chile,CHL,10/1/2021,3425870
Chile,CHL,10/2/2021,3427987
Chile,CHL,10/3/2021,3428437
Chile,CHL,10/4/2021,3500051
Chile,CHL,10/5/2021,3576151
Chile,CHL,10/6/2021,3653247
Chile,CHL,10/7/2021,3738322
Chile,CHL,10/8/2021,3822844
Chile,CHL,10/9/2021,3824278
Chile,CHL,10/10/2021,3824547
Chile,CHL,10/11/2021,3825247
Chile,CHL,10/12/2021,3915986
Chile,CHL,10/13/2021,4029803
Chile,CHL,10/14/2021,4143121
Chile,CHL,10/15/2021,4258630
Chile,CHL,10/16/2021,4262485
Chile,CHL,10/17/2021,4263158
Chile,CHL,10/18/2021,4367646
Chile,CHL,10/19/2021,4494567
Chile,CHL,10/20/2021,4631465
Chile,CHL,10/21/2021,4778498
Chile,CHL,10/22/2021,4936152
Chile,CHL,10/23/2021,4943158
Chile,CHL,10/24/2021,4943998
Chile,CHL,10/25/2021,5107856
Chile,CHL,10/26/2021,5301863
Chile,CHL,10/27/2021,5492541
Chile,CHL,10/28/2021,5681708
Chile,CHL,10/29/2021,5860003
Chile,CHL,10/30/2021,5880536
Chile,CHL,10/31/2021,5882792
Chile,CHL,11/1/2021,5884536
Chile,CHL,11/2/2021,6023276
Chile,CHL,11/3/2021,6216728
Chile,CHL,11/4/2021,6403080
Chile,CHL,11/5/2021,6568835
Chile,CHL,11/6/2021,6594573
Chile,CHL,11/7/2021,6597390
Chile,CHL,11/8/2021,6715769
Chile,CHL,11/9/2021,6863703
Chile,CHL,11/10/2021,6998682
Chile,CHL,11/11/2021,7115526
Chile,CHL,11/12/2021,7244921
Chile,CHL,11/13/2021,7271039
Chile,CHL,11/14/2021,7273827
Chile,CHL,11/15/2021,7400549
Chile,CHL,11/16/2021,7527634
Chile,CHL,11/17/2021,7651089
Chile,CHL,11/18/2021,7762972
Chile,CHL,11/19/2021,7876655
Chile,CHL,11/20/2021,7894931
Chile,CHL,11/21/2021,7896701
Chile,CHL,11/22/2021,7989637
Chile,CHL,11/23/2021,8085266
Chile,CHL,11/24/2021,8179425
Chile,CHL,11/25/2021,8263197
Chile,CHL,11/26/2021,8350298
Chile,CHL,11/27/2021,8369828
Chile,CHL,11/28/2021,8372435
Chile,CHL,11/29/2021,8476284
Chile,CHL,11/30/2021,8604116
Chile,CHL,12/1/2021,8686409
China,CHN,11/5/2021,37973000
China,CHN,11/12/2021,49440000
China,CHN,11/19/2021,65730000
Costa Rica,CRI,11/1/2021,17762
Costa Rica,CRI,11/8/2021,23857
Costa Rica,CRI,11/15/2021,25792
Costa Rica,CRI,11/22/2021,29847
Costa Rica,CRI,11/29/2021,35412
Cyprus,CYP,10/2/2021,12147
Cyprus,CYP,10/5/2021,15206
Cyprus,CYP,10/7/2021,19351
Cyprus,CYP,10/10/2021,21142
Cyprus,CYP,10/11/2021,24386
Cyprus,CYP,10/12/2021,26097
Cyprus,CYP,10/14/2021,29897
Cyprus,CYP,10/19/2021,33428
Cyprus,CYP,10/20/2021,34831
Cyprus,CYP,10/25/2021,37535
Cyprus,CYP,10/27/2021,39276
Cyprus,CYP,10/30/2021,39919
Cyprus,CYP,11/2/2021,41152
Cyprus,CYP,11/3/2021,43001
Cyprus,CYP,11/4/2021,44793
Cyprus,CYP,11/8/2021,47489
Cyprus,CYP,11/11/2021,53529
Cyprus,CYP,11/13/2021,55629
Cyprus,CYP,11/16/2021,61763
Cyprus,CYP,11/18/2021,68296
Cyprus,CYP,11/21/2021,72108
Cyprus,CYP,11/23/2021,84615
Cyprus,CYP,11/25/2021,97651
Cyprus,CYP,11/27/2021,106054
Cyprus,CYP,12/1/2021,128838
Czechia,CZE,7/20/2021,1
Czechia,CZE,7/21/2021,1
Czechia,CZE,7/22/2021,1
Czechia,CZE,7/23/2021,1
Czechia,CZE,7/24/2021,1
Czechia,CZE,7/25/2021,1
Czechia,CZE,7/26/2021,1
Czechia,CZE,7/27/2021,1
Czechia,CZE,7/28/2021,1
Czechia,CZE,7/29/2021,1
Czechia,CZE,7/30/2021,1
Czechia,CZE,7/31/2021,1
Czechia,CZE,8/1/2021,1
Czechia,CZE,8/2/2021,1
Czechia,CZE,8/3/2021,1
Czechia,CZE,8/4/2021,1
Czechia,CZE,8/5/2021,1
Czechia,CZE,8/6/2021,1
Czechia,CZE,8/7/2021,1
Czechia,CZE,8/8/2021,1
Czechia,CZE,8/9/2021,1
Czechia,CZE,8/10/2021,1
Czechia,CZE,8/11/2021,1
Czechia,CZE,8/12/2021,1
Czechia,CZE,8/13/2021,1
Czechia,CZE,8/14/2021,1
Czechia,CZE,8/15/2021,1
Czechia,CZE,8/16/2021,1
Czechia,CZE,8/17/2021,1
Czechia,CZE,8/18/2021,1
Czechia,CZE,8/19/2021,1
Czechia,CZE,8/20/2021,1
Czechia,CZE,8/21/2021,1
Czechia,CZE,8/22/2021,1
Czechia,CZE,8/23/2021,2
Czechia,CZE,8/24/2021,2
Czechia,CZE,8/25/2021,2
Czechia,CZE,8/26/2021,3
Czechia,CZE,8/27/2021,3
Czechia,CZE,8/28/2021,3
Czechia,CZE,8/29/2021,3
Czechia,CZE,8/30/2021,3
Czechia,CZE,8/31/2021,3
Czechia,CZE,9/1/2021,3
Czechia,CZE,9/2/2021,3
Czechia,CZE,9/3/2021,3
Czechia,CZE,9/4/2021,3
Czechia,CZE,9/5/2021,3
Czechia,CZE,9/6/2021,3
Czechia,CZE,9/7/2021,3
Czechia,CZE,9/8/2021,4
Czechia,CZE,9/9/2021,4
Czechia,CZE,9/10/2021,4
Czechia,CZE,9/11/2021,4
Czechia,CZE,9/12/2021,4
Czechia,CZE,9/13/2021,4
Czechia,CZE,9/14/2021,4
Czechia,CZE,9/15/2021,10
Czechia,CZE,9/16/2021,10
Czechia,CZE,9/17/2021,14
Czechia,CZE,9/18/2021,16
Czechia,CZE,9/19/2021,17
Czechia,CZE,9/20/2021,451
Czechia,CZE,9/21/2021,902
Czechia,CZE,9/22/2021,1351
Czechia,CZE,9/23/2021,2352
Czechia,CZE,9/24/2021,2843
Czechia,CZE,9/25/2021,2923
Czechia,CZE,9/26/2021,2996
Czechia,CZE,9/27/2021,3741
